sentence,lexical_unit,gold_frame,frame_definition,domain,sentence_length,is_long_context,is_ambiguous_lu,hard_negative_frames
Blanch the fish in a large pan of boiling water for 2 minutes .,blanch,Apply_heat,"A Cook applies heat to Food, where the Temperature_setting of the heat and Duration of application may be specified. A Heating_instrument, generally indicated by a locative phrase, may also be expressed. Some cooking methods involve the use of a Medium (e.g. milk or water) by which heat is transferred to the Food. A less semantically prominent Food or Cook is marked Co-participant. 'Sally fried an egg in butter.' 'Sally fried an egg in a teflon pan.' 'Ellen fried the eggs with chopped tomatoes and garlic.' This frame differs from Cooking_creation in focusing on the process of handling the ingredients, rather than the edible entity that results from the process.",general,14,False,False,Absorb_heat
Most schools have appointed someone at the middle management level or above ( see Figure 1 ) .,appoint,Appointing,"A Selector, often an individual in a leadership role, appoints a Official to assume an official Role in an organization (which can be expressed as the Body). 'Press secretaries accredit journalists to the sessions.'",general,18,False,False,
Liu Ho-chien had been appointed to replace Gen. Chen Hsin-ling as military chief of staff .,appoint,Appointing,"A Selector, often an individual in a leadership role, appoints a Official to assume an official Role in an organization (which can be expressed as the Body). 'Press secretaries accredit journalists to the sessions.'",general,16,False,False,
Receivers Arthur Anderson have been appointed by Natwest Bank to recoup losses from Levitt and his company .,appoint,Appointing,"A Selector, often an individual in a leadership role, appoints a Official to assume an official Role in an organization (which can be expressed as the Body). 'Press secretaries accredit journalists to the sessions.'",business,18,False,False,
"There are three ground floor sitting-rooms , panelled and with Purbeck marble or carved fireplaces .",fireplace,Architectural_part,An entity is integrated into a building as a Part of a (possibly unexpressed) Whole which may refer to the whole building or merely to a sub-part of the building. 'We need new counters for the kitchen' 'The storm ripped off the bathroom's roof',daily_life,16,False,False,
Tiled fireplace with fitted electric fire .,fireplace,Architectural_part,An entity is integrated into a building as a Part of a (possibly unexpressed) Whole which may refer to the whole building or merely to a sub-part of the building. 'We need new counters for the kitchen' 'The storm ripped off the bathroom's roof',general,7,False,False,
The coroner struck his customary pose in front of the empty fireplace .,fireplace,Architectural_part,An entity is integrated into a building as a Part of a (possibly unexpressed) Whole which may refer to the whole building or merely to a sub-part of the building. 'We need new counters for the kitchen' 'The storm ripped off the bathroom's roof',general,13,False,False,
"In his golden armour in this production , he adds another quasi-Wagnerian touch .",armor,Armor,"An Asset, the safety of which is desirable, is protected from damage by a covering, the Armor. The Armor covers part or all of the Asset and is designed to absorb force from an oncoming Danger. 'They were wearing nothing but primitive wooden armor.' 'An extra level of safety is provided by the soldiers' ballistic armor.'",general,14,False,False,
"Warrior in tegulated , square-plate armour of the late eleventh century .",armor,Armor,"An Asset, the safety of which is desirable, is protected from damage by a covering, the Armor. The Armor covers part or all of the Asset and is designed to absorb force from an oncoming Danger. 'They were wearing nothing but primitive wooden armor.' 'An extra level of safety is provided by the soldiers' ballistic armor.'",news_politics,12,False,False,
He spotted the chink in my armour .,armor,Armor,"An Asset, the safety of which is desirable, is protected from damage by a covering, the Armor. The Armor covers part or all of the Asset and is designed to absorb force from an oncoming Danger. 'They were wearing nothing but primitive wooden armor.' 'An extra level of safety is provided by the soldiers' ballistic armor.'",general,8,False,False,
Some of the Knights placed upon their armour,armor,Armor,"An Asset, the safety of which is desirable, is protected from damage by a covering, the Armor. The Armor covers part or all of the Asset and is designed to absorb force from an oncoming Danger. 'They were wearing nothing but primitive wooden armor.' 'An extra level of safety is provided by the soldiers' ballistic armor.'",general,8,False,False,
"` First , you must shed your armour and weapons .",armor,Armor,"An Asset, the safety of which is desirable, is protected from damage by a covering, the Armor. The Armor covers part or all of the Asset and is designed to absorb force from an oncoming Danger. 'They were wearing nothing but primitive wooden armor.' 'An extra level of safety is provided by the soldiers' ballistic armor.'",general,11,False,False,
I began to loosen my armour .,armor,Armor,"An Asset, the safety of which is desirable, is protected from damage by a covering, the Armor. The Armor covers part or all of the Asset and is designed to absorb force from an oncoming Danger. 'They were wearing nothing but primitive wooden armor.' 'An extra level of safety is provided by the soldiers' ballistic armor.'",general,7,False,False,
"After capture he was arraigned on a charge of sabotage , and was shot in Rome .",arraign,Arraignment,"At a court hearing, a Defendant is informed of the Charges against him or her, (usually) enters a plea, and a decision is made by a Judge as to the amount of bail, if any. '' 'Mortimer and Isabella were hurried off and arraigned before parliament in November.' 'If the court rejects the appeal, the 19 young men facearraignment on murder charges before the tribunal in the southern city of Port Harcourt.'",general,17,False,False,
Mortimer and Isabella were hurried off to London and arraigned before parliament in November .,arraign,Arraignment,"At a court hearing, a Defendant is informed of the Charges against him or her, (usually) enters a plea, and a decision is made by a Judge as to the amount of bail, if any. '' 'Mortimer and Isabella were hurried off and arraigned before parliament in November.' 'If the court rejects the appeal, the 19 young men facearraignment on murder charges before the tribunal in the southern city of Port Harcourt.'",general,15,False,False,
"He had been arraigned before the GMC twice before , both times for canvassing .",arraign,Arraignment,"At a court hearing, a Defendant is informed of the Charges against him or her, (usually) enters a plea, and a decision is made by a Judge as to the amount of bail, if any. '' 'Mortimer and Isabella were hurried off and arraigned before parliament in November.' 'If the court rejects the appeal, the 19 young men facearraignment on murder charges before the tribunal in the southern city of Port Harcourt.'",general,15,False,False,
The defendant was arraigned on an indictment charging him with murder .,arraign,Arraignment,"At a court hearing, a Defendant is informed of the Charges against him or her, (usually) enters a plea, and a decision is made by a Judge as to the amount of bail, if any. '' 'Mortimer and Isabella were hurried off and arraigned before parliament in November.' 'If the court rejects the appeal, the 19 young men facearraignment on murder charges before the tribunal in the southern city of Port Harcourt.'",general,12,False,False,
"Tonight , the pair were arrested leaving a ferry at Heysham near Blackpool .",arrest,Arrest,"Authorities charge a Suspect, who is under suspicion of having committed a crime (the Charges), and take him/her into custody.'The police arrested Harry on charges of manslaughter.'",general,14,False,False,Cause_to_end
The call came as Israel arrested a freelance Palestinian journalist covering the latest upsurge in violence .,arrest,Arrest,"Authorities charge a Suspect, who is under suspicion of having committed a crime (the Charges), and take him/her into custody.'The police arrested Harry on charges of manslaughter.'",general,17,False,False,Cause_to_end
Police yesterday arrested about 20 Tibetan women demonstrating outside the Chinese embassy and demanding independence .,arrest,Arrest,"Authorities charge a Suspect, who is under suspicion of having committed a crime (the Charges), and take him/her into custody.'The police arrested Harry on charges of manslaughter.'",legal,16,False,False,Cause_to_end
PC TONY Spong arrested a man at a burgled petrol station -- and found it was his brother .,arrest,Arrest,"Authorities charge a Suspect, who is under suspicion of having committed a crime (the Charges), and take him/her into custody.'The police arrested Harry on charges of manslaughter.'",general,19,False,False,Cause_to_end
Detectives arrested the suspect at his home in Toxteth after a lengthy cat-and-mouse game involving surveillance experts .,arrest,Arrest,"Authorities charge a Suspect, who is under suspicion of having committed a crime (the Charges), and take him/her into custody.'The police arrested Harry on charges of manslaughter.'",sports,18,False,False,Cause_to_end
Pc Elsegood told Wing he was an off-duty policeman and he was arresting him for assault .,arrest,Arrest,"Authorities charge a Suspect, who is under suspicion of having committed a crime (the Charges), and take him/her into custody.'The police arrested Harry on charges of manslaughter.'",legal,17,False,False,Cause_to_end
"` I arrested her for soliciting . """,arrest,Arrest,"Authorities charge a Suspect, who is under suspicion of having committed a crime (the Charges), and take him/her into custody.'The police arrested Harry on charges of manslaughter.'",general,8,False,False,Cause_to_end
She hears a beating of wings and sees the approach of the swan .,approach,Arriving,"An object Theme moves in the direction of a Goal. The Goal may be expressed or it may be understood from context, but its is always implied by the verb itself. '' 'Some students arrived at the school on Sunday.' 'It was his arrival at Nijmegen in 837 that made the Vikings withdraw.'",general,14,False,False,Means
The terrifying approach into Sarajevo airport .,approach,Arriving,"An object Theme moves in the direction of a Goal. The Goal may be expressed or it may be understood from context, but its is always implied by the verb itself. '' 'Some students arrived at the school on Sunday.' 'It was his arrival at Nijmegen in 837 that made the Vikings withdraw.'",general,7,False,False,Means
Arson in Galway turned easily to murder .,arson,Arson,"A Perpetrator intentionally sets fire to his own or someone else's property, often in order to collect an insurance payment on this property. 'Two men were charged with arson.'",general,8,False,False,Offenses
TWO men were last night charged with arson after firebombs hit a mosque .,arson,Arson,"A Perpetrator intentionally sets fire to his own or someone else's property, often in order to collect an insurance payment on this property. 'Two men were charged with arson.'",general,14,False,False,Offenses
Two men are awaiting trial accused of arson .,arson,Arson,"A Perpetrator intentionally sets fire to his own or someone else's property, often in order to collect an insurance payment on this property. 'Two men were charged with arson.'",general,9,False,False,Offenses
European firms have been targeted by Iranians for technology and equipment .,technology,Artifact,"An Artifact is deliberately made or modified by an intelligent entity to be put to a certain kind of Use. Various properties of the Artifact may be specified, such as its Creator, Time_of_creation, Name, Type, and the Material of which it is composed. The Artifact may or may not be a physical entity. 'There are reports that Kim Il Sung asked China to share its nuclear weapons technology.'",general,12,False,False,Gizmo
Such control will promote tight intra-system nutrient cycling and obviate to a degree the need for artificial fertilisers .,artificial,Artificiality,"An Entity is evaluated for whether or not it belongs to a particular Reference_category in a context where its category membership is doubtful. The criterion or criteria that are relevant to evaluating Reference_category membership depend on the individual lexical units and/or on the context. Typically, either the material composition of the Entity, its method of creation, or the identity (and proper authority) of its creators are critical for proper category membership. Note that Entity also covers behaviors. 'It can be hard to get your money back after discovering you've bought a bogus autograph for hundreds or thousands of dollars! ' 'It can be hard to get your money back after discovering you've bought a BOGUS autograph for hundreds or thousands of dollars! ' 'A bogus policeman pulling over motorists was arrested after stopping a car carrying four real officers.' 'A BOGUS policeman pulling over motorists was arrested after stopping a car carrying four real officers.' 'You people are pretty thick if you think you have evidence to prove that the moon landing was fake.' 'You people are pretty thick if you think you have evidence to prove that the moon landing was fake.'",general,19,False,False,
Artificial fertilisers and lime are used to improve the soils .,artificial,Artificiality,"An Entity is evaluated for whether or not it belongs to a particular Reference_category in a context where its category membership is doubtful. The criterion or criteria that are relevant to evaluating Reference_category membership depend on the individual lexical units and/or on the context. Typically, either the material composition of the Entity, its method of creation, or the identity (and proper authority) of its creators are critical for proper category membership. Note that Entity also covers behaviors. 'It can be hard to get your money back after discovering you've bought a bogus autograph for hundreds or thousands of dollars! ' 'It can be hard to get your money back after discovering you've bought a BOGUS autograph for hundreds or thousands of dollars! ' 'A bogus policeman pulling over motorists was arrested after stopping a car carrying four real officers.' 'A BOGUS policeman pulling over motorists was arrested after stopping a car carrying four real officers.' 'You people are pretty thick if you think you have evidence to prove that the moon landing was fake.' 'You people are pretty thick if you think you have evidence to prove that the moon landing was fake.'",general,11,False,False,
The emptiness of the big shimmering pool in the artificial light galled her .,artificial,Artificiality,"An Entity is evaluated for whether or not it belongs to a particular Reference_category in a context where its category membership is doubtful. The criterion or criteria that are relevant to evaluating Reference_category membership depend on the individual lexical units and/or on the context. Typically, either the material composition of the Entity, its method of creation, or the identity (and proper authority) of its creators are critical for proper category membership. Note that Entity also covers behaviors. 'It can be hard to get your money back after discovering you've bought a bogus autograph for hundreds or thousands of dollars! ' 'It can be hard to get your money back after discovering you've bought a BOGUS autograph for hundreds or thousands of dollars! ' 'A bogus policeman pulling over motorists was arrested after stopping a car carrying four real officers.' 'A BOGUS policeman pulling over motorists was arrested after stopping a car carrying four real officers.' 'You people are pretty thick if you think you have evidence to prove that the moon landing was fake.' 'You people are pretty thick if you think you have evidence to prove that the moon landing was fake.'",general,14,False,False,
Several studies have attempted to assess whether there is evidence of increased circulating platelet aggregates in diabetic subjects .,assess,Assessing,"An Assessor examines a Phenomenon to figure out its Value according to some Feature of the Phenomenon. This Value is a factor in determining the acceptability of the Phenomenon. In some cases, a Method (implicitly involving an Assessor) is used to determine the Phenomenon's Value. 'Each company is then evaluated for their earning potential. CNI ' 'From the evidence of the pilot studies the risk of damage to the test subjects was rated too high to continue. CNI' 'He weighed his options carefully.'",general,19,False,False,
"Wittgenstein withdrew from co-authorship in 1934 , but he continued to assist Waismann in this Schlick-directed project .",assist,Assistance,A Helper benefits a Benefited_party by enabling the culmination of a Goal that the Benefited_party has. A Focal_entity that is involved in reaching the Goal may stand in for it. This Frame has unique Frame-to-Frame Relations: it inherits from and uses the Intentionally_act frame. This is atypical of FrameNet's frame relations. 'Will you help the Government find your brother?' 'Maybe Stephen should assist him with the last manuscript.' 'They helped me psychologically to overcome the physical loss I had suffered.' 'You have helped him tremendously by showing him how to stand up for himself and by being his friend.' 'By bringing assistance to his troops wherever they were in trouble he aided them greatly.',general,18,False,False,
"In this , she was ably assisted by Robert Armour , the deaf missioner for Liverpool .",assist,Assistance,A Helper benefits a Benefited_party by enabling the culmination of a Goal that the Benefited_party has. A Focal_entity that is involved in reaching the Goal may stand in for it. This Frame has unique Frame-to-Frame Relations: it inherits from and uses the Intentionally_act frame. This is atypical of FrameNet's frame relations. 'Will you help the Government find your brother?' 'Maybe Stephen should assist him with the last manuscript.' 'They helped me psychologically to overcome the physical loss I had suffered.' 'You have helped him tremendously by showing him how to stand up for himself and by being his friend.' 'By bringing assistance to his troops wherever they were in trouble he aided them greatly.',general,17,False,False,
"` Perhaps I am atoning for my misspent youth , "" he replied amiably .",atone,Atonement,An Agent has committed a Wrong in the past and is making Amends for it. The Degree to which the Amends are adequate may also be expressed. 'He atoned for his sin with good works.',general,15,False,False,
In 1938 it atoned for these failings .,atone,Atonement,An Agent has committed a Wrong in the past and is making Amends for it. The Degree to which the Amends are adequate may also be expressed. 'He atoned for his sin with good works.',general,8,False,False,
"On some occasions , a kid goat was also offered as atonement for the sins of the Hebrews .",atonement,Atonement,An Agent has committed a Wrong in the past and is making Amends for it. The Degree to which the Amends are adequate may also be expressed. 'He atoned for his sin with good works.',general,19,False,False,
"With reluctance , Morton decided that he must make another attempt to identify the dead girl .",attempt,Attempt,An Agent attempts to achieve a Goal. The Outcome may also be mentioned explicitly. 'John attempted to climb Mt. Everest.' 'It was another failed attempt to climb Mt. Everest.',general,17,False,False,Medical_intervention
Gazzer could not disguise the grovelling tones of this clumsy attempt at flattery .,attempt,Attempt,An Agent attempts to achieve a Goal. The Outcome may also be mentioned explicitly. 'John attempted to climb Mt. Everest.' 'It was another failed attempt to climb Mt. Everest.',general,14,False,False,Medical_intervention
"` That will be thirty-one pounds please , sir . ''",sir,Attention_getting,"This frame covers terms used to get someone's attention, including Interjections (e.g. hey, yo) and certain terms of address (Address_term), the latter of which may serve the function of attention getting. 'Hey.' 'Hey, boy.' 'Hey, boy, come over here now!'",general,11,False,False,
"But … please , sir , can you come with me and see for yourself ? ''",sir,Attention_getting,"This frame covers terms used to get someone's attention, including Interjections (e.g. hey, yo) and certain terms of address (Address_term), the latter of which may serve the function of attention getting. 'Hey.' 'Hey, boy.' 'Hey, boy, come over here now!'",general,17,False,False,
'' I 'm feeling a lot more optimistic today than I did yesterday .,optimistic,Attitude_description,"The lexical units in this frame are descriptions of a Cognizer's Attitude about or outlook on a State_of_affairs. '' 'Carl is becoming more pessimistic about the negotiations every day.' 'The benefits of cluelessness come from living in a society where people take an optimistic view of life.' '' The State_of_affairs can be expressed without a Cognizer in many cases, as shown in the following: '' 'The situation is fairly grim at the moment.' ''",general,14,False,False,
Emergency crews said they were hopeful that they would be able to control the fire .,hopeful,Attitude_description,"The lexical units in this frame are descriptions of a Cognizer's Attitude about or outlook on a State_of_affairs. '' 'Carl is becoming more pessimistic about the negotiations every day.' 'The benefits of cluelessness come from living in a society where people take an optimistic view of life.' '' The State_of_affairs can be expressed without a Cognizer in many cases, as shown in the following: '' 'The situation is fairly grim at the moment.' ''",general,16,False,False,
"A major problem , according to Treuherz is career opportunities .",according to,Attributed_information,"A Proposition is attributed to a Speaker or a Text. 'According to the Press Trust of India in an article published on its Web site Thursday, the woman has been identified as 31-year-old Aafia Siddiqui, who was being sought by U.S. officials last week along with two other men, including one whose last known address was in Miramar, Fla.' ' In addition, according to Section I3.5b, the spacing of stud shear connectors along the length of a supporting beam shall not exceed 36?. ' 'According to the Pope, Muslims believe in the same God and according to Jesus, Muslims are the greatest in Heaven.'",daily_life,11,False,False,
"This would cost £8.3 billion , according to government estimates .",according to,Attributed_information,"A Proposition is attributed to a Speaker or a Text. 'According to the Press Trust of India in an article published on its Web site Thursday, the woman has been identified as 31-year-old Aafia Siddiqui, who was being sought by U.S. officials last week along with two other men, including one whose last known address was in Miramar, Fla.' ' In addition, according to Section I3.5b, the spacing of stud shear connectors along the length of a supporting beam shall not exceed 36?. ' 'According to the Pope, Muslims believe in the same God and according to Jesus, Muslims are the greatest in Heaven.'",news_politics,11,False,False,
"If accepted , the appeal process could take as long as three years , according to reports .",according to,Attributed_information,"A Proposition is attributed to a Speaker or a Text. 'According to the Press Trust of India in an article published on its Web site Thursday, the woman has been identified as 31-year-old Aafia Siddiqui, who was being sought by U.S. officials last week along with two other men, including one whose last known address was in Miramar, Fla.' ' In addition, according to Section I3.5b, the spacing of stud shear connectors along the length of a supporting beam shall not exceed 36?. ' 'According to the Pope, Muslims believe in the same God and according to Jesus, Muslims are the greatest in Heaven.'",general,18,False,False,
"And she has not ruled out the prospect of having another baby , according to royal sources .",according to,Attributed_information,"A Proposition is attributed to a Speaker or a Text. 'According to the Press Trust of India in an article published on its Web site Thursday, the woman has been identified as 31-year-old Aafia Siddiqui, who was being sought by U.S. officials last week along with two other men, including one whose last known address was in Miramar, Fla.' ' In addition, according to Section I3.5b, the spacing of stud shear connectors along the length of a supporting beam shall not exceed 36?. ' 'According to the Pope, Muslims believe in the same God and according to Jesus, Muslims are the greatest in Heaven.'",general,18,False,False,
"Keep your hair off your face , and avoid ` flat "" styles .",avoid,Avoiding,"An Agent avoids an Undesirable_situation under certain Circumstances. That situation may be an activity (e.g. going to school), or an entity (perhaps) metonymic for such an activity or situation (e.g. the curb). In this frame, the situation is undesirable from the Agent's point of view (e.g. evade), and contrasts with scenes in which the situation is specifically undesirable to someone else (e.g. forbear) or from the point of view of an external morality (e.g. abstain). 'Mike avoided his supervisor at all costs.'",general,14,False,False,Preventing_or_letting
"` We must avoid jumping to conclusions , "" replied Thiercelin cautiously .",avoid,Avoiding,"An Agent avoids an Undesirable_situation under certain Circumstances. That situation may be an activity (e.g. going to school), or an entity (perhaps) metonymic for such an activity or situation (e.g. the curb). In this frame, the situation is undesirable from the Agent's point of view (e.g. evade), and contrasts with scenes in which the situation is specifically undesirable to someone else (e.g. forbear) or from the point of view of an external morality (e.g. abstain). 'Mike avoided his supervisor at all costs.'",general,13,False,False,Preventing_or_letting
"The ` good loser syndrome "" has to be avoided at all costs .",avoid,Avoiding,"An Agent avoids an Undesirable_situation under certain Circumstances. That situation may be an activity (e.g. going to school), or an entity (perhaps) metonymic for such an activity or situation (e.g. the curb). In this frame, the situation is undesirable from the Agent's point of view (e.g. evade), and contrasts with scenes in which the situation is specifically undesirable to someone else (e.g. forbear) or from the point of view of an external morality (e.g. abstain). 'Mike avoided his supervisor at all costs.'",general,14,False,False,Preventing_or_letting
"Suddenly , Ted was aware that he was ploughing up something other than earth .",aware,Awareness,"A Cognizer has a piece of Content in their model of the world. The Content is not necessarily present due to immediate perception, but usually, rather, due to deduction from perceivables. In some cases, the deduction of the Content is implicitly based on confidence in sources of information (believe), in some cases based on logic (think), and in other cases the source of the deduction is deprofiled (know). 'Your boss is aware of your commitment.' '' Note that this frame is undergoing some degree of reconsideration. Many of the targets will be moved to the Opinion frame. That frame indicates that the Cognizer considers something as true, but the Opinion (compare to Content) is not presupposed to be true; rather it is something that is considered a potential point of difference, as in the following: 'I think that you are awesome.' In the uses that will remain in the Awareness frame, however, the Content is presupposed. '' This frame is also distinct from the Certainty frame, in that it does not profile the relationship of the Cognizer to the Content, but rather presupposes it. In Certainty, the Degree of confidence or certainty is expressible as a separate frame element, as in the following: 'She absolutely knew that he would be there .'",news_politics,15,False,False,
I was suddenly aware that what she said was true .,aware,Awareness,"A Cognizer has a piece of Content in their model of the world. The Content is not necessarily present due to immediate perception, but usually, rather, due to deduction from perceivables. In some cases, the deduction of the Content is implicitly based on confidence in sources of information (believe), in some cases based on logic (think), and in other cases the source of the deduction is deprofiled (know). 'Your boss is aware of your commitment.' '' Note that this frame is undergoing some degree of reconsideration. Many of the targets will be moved to the Opinion frame. That frame indicates that the Cognizer considers something as true, but the Opinion (compare to Content) is not presupposed to be true; rather it is something that is considered a potential point of difference, as in the following: 'I think that you are awesome.' In the uses that will remain in the Awareness frame, however, the Content is presupposed. '' This frame is also distinct from the Certainty frame, in that it does not profile the relationship of the Cognizer to the Content, but rather presupposes it. In Certainty, the Degree of confidence or certainty is expressible as a separate frame element, as in the following: 'She absolutely knew that he would be there .'",news_politics,11,False,False,
As she started to stand up Lisa was aware that she had not intended this abrupt departure .,aware,Awareness,"A Cognizer has a piece of Content in their model of the world. The Content is not necessarily present due to immediate perception, but usually, rather, due to deduction from perceivables. In some cases, the deduction of the Content is implicitly based on confidence in sources of information (believe), in some cases based on logic (think), and in other cases the source of the deduction is deprofiled (know). 'Your boss is aware of your commitment.' '' Note that this frame is undergoing some degree of reconsideration. Many of the targets will be moved to the Opinion frame. That frame indicates that the Cognizer considers something as true, but the Opinion (compare to Content) is not presupposed to be true; rather it is something that is considered a potential point of difference, as in the following: 'I think that you are awesome.' In the uses that will remain in the Awareness frame, however, the Content is presupposed. '' This frame is also distinct from the Certainty frame, in that it does not profile the relationship of the Cognizer to the Content, but rather presupposes it. In Certainty, the Degree of confidence or certainty is expressible as a separate frame element, as in the following: 'She absolutely knew that he would be there .'",news_politics,18,False,False,
"You are quite aware the venture is the brainchild of certain senior officers . """,aware,Awareness,"A Cognizer has a piece of Content in their model of the world. The Content is not necessarily present due to immediate perception, but usually, rather, due to deduction from perceivables. In some cases, the deduction of the Content is implicitly based on confidence in sources of information (believe), in some cases based on logic (think), and in other cases the source of the deduction is deprofiled (know). 'Your boss is aware of your commitment.' '' Note that this frame is undergoing some degree of reconsideration. Many of the targets will be moved to the Opinion frame. That frame indicates that the Cognizer considers something as true, but the Opinion (compare to Content) is not presupposed to be true; rather it is something that is considered a potential point of difference, as in the following: 'I think that you are awesome.' In the uses that will remain in the Awareness frame, however, the Content is presupposed. '' This frame is also distinct from the Certainty frame, in that it does not profile the relationship of the Cognizer to the Content, but rather presupposes it. In Certainty, the Degree of confidence or certainty is expressible as a separate frame element, as in the following: 'She absolutely knew that he would be there .'",news_politics,15,False,False,
""" Lorton paused , aware he was talking too much .",aware,Awareness,"A Cognizer has a piece of Content in their model of the world. The Content is not necessarily present due to immediate perception, but usually, rather, due to deduction from perceivables. In some cases, the deduction of the Content is implicitly based on confidence in sources of information (believe), in some cases based on logic (think), and in other cases the source of the deduction is deprofiled (know). 'Your boss is aware of your commitment.' '' Note that this frame is undergoing some degree of reconsideration. Many of the targets will be moved to the Opinion frame. That frame indicates that the Cognizer considers something as true, but the Opinion (compare to Content) is not presupposed to be true; rather it is something that is considered a potential point of difference, as in the following: 'I think that you are awesome.' In the uses that will remain in the Awareness frame, however, the Content is presupposed. '' This frame is also distinct from the Certainty frame, in that it does not profile the relationship of the Cognizer to the Content, but rather presupposes it. In Certainty, the Degree of confidence or certainty is expressible as a separate frame element, as in the following: 'She absolutely knew that he would be there .'",news_politics,11,False,False,
"Last week , sitting in the Luxembourg Gardens , he became aware of a pain in his foot .",aware,Awareness,"A Cognizer has a piece of Content in their model of the world. The Content is not necessarily present due to immediate perception, but usually, rather, due to deduction from perceivables. In some cases, the deduction of the Content is implicitly based on confidence in sources of information (believe), in some cases based on logic (think), and in other cases the source of the deduction is deprofiled (know). 'Your boss is aware of your commitment.' '' Note that this frame is undergoing some degree of reconsideration. Many of the targets will be moved to the Opinion frame. That frame indicates that the Cognizer considers something as true, but the Opinion (compare to Content) is not presupposed to be true; rather it is something that is considered a potential point of difference, as in the following: 'I think that you are awesome.' In the uses that will remain in the Awareness frame, however, the Content is presupposed. '' This frame is also distinct from the Certainty frame, in that it does not profile the relationship of the Cognizer to the Content, but rather presupposes it. In Certainty, the Degree of confidence or certainty is expressible as a separate frame element, as in the following: 'She absolutely knew that he would be there .'",news_politics,19,False,False,
"The statement said Ferdinand Ibaboa , 36 , of Mesa , Ariz. , was missing and presumed dead .",presumed,Awareness_status,"Some Content is part of the mental model of a Cognizer. The Cognizer arrives at the mental model not by direct perception but by reasoning from perceived phenomena. Alternatively, the Role of a particular object is known to be applicable to that object. 'That fact is known to many.' 'The presumed killer was last seen driving south on the interstate.'",general,19,False,False,
"Thorsen , of Grimstad , Norway , was granted £100,000 bail until June 18 .",bail,Bail_decision,"This frame covers a step in a criminal process in which a Judge decides whether the Accused should be released on bail, and, if so, what the amount of the bail should be. '' 'Thorsen, of Grimstad, Norway, was granted $100,000 bail until June 18.' 'He was granted conditional bail by Teesside Magistrates.'",general,15,False,False,
ARMED police began random checks on main roads in Manchester yesterday .,armed,Bearing_arms,"A Protagonist has (or does not have) a Weapon. The Degree to which the Protagonist is armed may also be described. The Protagonist is normally a human but may be a device that has subsidiary weapons. 'Apparently, the suspect is armed with a shotgun.' 'After she pulled the .45 from her sock drawer, she felt well enough armed to face anyone coming in.' 'The Tomahawk missile packs a lot of heat .' 'An individual with a right-to-carry license may continue to carry in a ""school zone"" in compliance with existing state and local laws. INI'",legal,12,False,False,
Middlesbrough defeated Newcastle B team 13-11 at home in a Northumberland and Durham League water polo fixture .,defeat,Beat_opponent,A Winner has victory over an Loser. 'He always beats me at chess.',sports,18,False,False,
"Yorkshire defeated Sussex to finish third , but both teams were demoted .",defeat,Beat_opponent,A Winner has victory over an Loser. 'He always beats me at chess.',sports,13,False,False,
The lengths to which he is prepared to go will become clear when he and Esau meet .,become,Becoming,"An Entity ends up with some Final_quality--a new fact about the Entity. Alternatively, based on a cluster of changes of characteristics, the Entitynewly meets the conditions for being a member of a Final_category. 'The weather turned cold .' 'You can become a firefighter today !' This frame should be compared with the Transition_to_state frame, which is more general in allowing arbitrary descriptions of a final situation: 'We ended up telling him to leave .' There is no way to effectively paraphrase such a sentence in the Becoming frame.",general,18,False,False,Suitability
The track becomes less distinct and goes into birchwood and a beautiful glen .,become,Becoming,"An Entity ends up with some Final_quality--a new fact about the Entity. Alternatively, based on a cluster of changes of characteristics, the Entitynewly meets the conditions for being a member of a Final_category. 'The weather turned cold .' 'You can become a firefighter today !' This frame should be compared with the Transition_to_state frame, which is more general in allowing arbitrary descriptions of a final situation: 'We ended up telling him to leave .' There is no way to effectively paraphrase such a sentence in the Becoming frame.",general,14,False,False,Suitability
The nurse eggs agglutinate to a mass in the centre of the capsular space .,agglutinate,Becoming_attached,"An Item comes to be attached to a Goal, with a Connector forming a bond between the Handle of the Item and the Goal (or some part of it). Alternatively, multiple Items may form a bond between each other. 'According to plan, the front part of the hull quietly attached to the docking gear.' 'The cells bind together.'",general,15,False,False,Attaching
They began a tour of inspection and almost immediately discovered the wrought-iron crypt gate swinging open .,discover,Becoming_aware,"Words in this frame have to do with a Cognizer adding some Phenomenon to their model of the world. They are similar to Coming-to-believe words, except the latter generally involve reasoning from Evidence. '' The words in this frame take direct objects that denote entities in the world, and indicate awareness of those entities, without necessarily giving any information about the content of the Cognizer's belief or knowledge. These words also resemble perception words, since creatures often become aware of things by perceiving them. 'Later that night, they found the barely-alive victim inside the Red Hall estate flat.' 'Almost immediately, the police discovered the wrought-iron crypt gate swinging open.' 'In the bag on the tableI could vaguelydiscern two bottles of wine and several cartons of cakes and other goodies.' 'People passing through recognize it from afar, by the clouds of coal dust darkening the air.' General Grammatical Observations: Passive forms of the verbs in this frame can occur with extraposed clauses expressing Phenomenon: 'That year it was discovered that consumers preferred the older model.' 'It is not always recognized how much work goes into a dinner party.'",general,17,False,False,Achieving_first
